"cluster","name","avg_log2FC","p_val","p_val_adj","gene","COG_class","Func_anno","Func","time","Anno"
"Adhesive cells","PykA2",1.75630847207711,0.000159515667282697,0.00513149631212491,"COG3848","T","Phosphohistidine swiveling domain of PEP-utilizing enzymes","","","2.00E+28"
"Adhesive cells","PtsP",1.76815669810905,0.00606500395535456,0.0457831165005285,"COG3605","T","Signal transduction protein containing GAF and PtsI domains","","",""
"Adhesive cells","MmdA",1.7947137873072,0.00220889055140204,0.0258032968881658,"COG4799","I","Acetyl-CoA carboxylase, carboxyltransferase component","","","1OD2"
"Adhesive cells","COG4976",1.79878882457008,0.00298417912342809,0.0302908667334376,"COG4976","R","Predicted methyltransferase, contains TPR repeat","","",""
"Adhesive cells","FlgG",1.80162773150135,8.21975832404677e-05,0.00350765605215955,"COG4786","N","Flagellar basal body rod protein FlgG","","","6JZR"
"Adhesive cells","AcpP",1.8029083445459,3.92019792491733e-05,0.00221544158405463,"COG0236","I","Acyl carrier protein","Fatty acid biosynthesis","","1ACP"
"Adhesive cells","UgpB",1.84977666476409,5.37038173158336e-06,0.000792977801323012,"COG1653","G","ABC-type glycerol-3-phosphate transport system, periplasmic component","","","2Z8D"
"Adhesive cells","GRS1",1.86355079417872,0.00516458427486727,0.0417021090273258,"COG0423","J","Glycyl-tRNA synthetase, class II","Aminoacyl-tRNA synthetases","","2PME"
"Adhesive cells","Imp",1.86907717038771,0.0001489631326354,0.00491928520721766,"COG2358","R","TRAP-type uncharacterized transport system, periplasmic component","","","1US4"
"Adhesive cells","CutS",1.88612195516127,0.000526336871934893,0.0108997161714453,"COG2080","C","Aldehyde, CO, or xanthine dehydrogenase, Fe-S subunit, CoxS/CutS family","Non-phosphorylated Entner-Doudoroff pathway","21175741","1FFU"
"Adhesive cells","HutU",1.88613825572056,0.00147565294853908,0.0206438150889689,"COG2987","E","Urocanate hydratase","","","1UWK"
"Adhesive cells","Lys2b",1.90900630808773,6.4140691674846e-05,0.00311902758818844,"COG3320","Q","Thioester reductase domain of alpha aminoadipate reductase Lys2 and NRPSs","Lysine biosynthesis","","5MSP"
"Adhesive cells","MMPL",1.91251968312537,0.000579504066540997,0.0113247009638993,"COG1033","R","Predicted exporter protein, RND superfamily","","","5KHN"
"Adhesive cells","FixB",1.92774311982114,5.70293606701612e-06,0.000792977801323012,"COG2025","C","Electron transfer flavoprotein, alpha subunit FixB","","","1EFP"
"Adhesive cells","DctP",1.96630814046435,0.000700573439099893,0.0133172641923443,"COG1638","G","TRAP-type C4-dicarboxylate transport system, periplasmic component","","","2CEX"
"Adhesive cells","TauD",1.98211746730826,0.000262607589792523,0.00686390587820207,"COG2175","Q","Taurine dioxygenase, alpha-ketoglutarate-dependent","","","1DRT"
"Adhesive cells","CsgD",1.99348239129453,0.00147704596634486,0.0206438150889689,"COG2771","K","DNA-binding transcriptional regulator, CsgD family","","",""
"Adhesive cells","FldA",1.99799800347213,0.000226220380235767,0.00654295379009966,"COG0716","C","Flavodoxin","Heme biosynthesis","","1AG9"
"Adhesive cells","IorA",2.00454747045933,3.3633781868595e-05,0.00221544158405463,"COG4231","C","TPP-dependent indolepyruvate ferredoxin oxidoreductase, alpha subunit","","",""
"Adhesive cells","OadB",2.01394509480339,3.85925947292388e-05,0.00221544158405463,"COG1883","C","Na+-transporting oxaloacetate/methylmalonyl-CoA decarboxylase, beta subunit","","",""
"Adhesive cells","RnfC",2.02109609738495,0.000465778587099092,0.010702670611255,"COG4656","C","Na+-translocating ferredoxin:NAD+ oxidoreductase  RNF, RnfC subunit","Na+-translocating Fd:NADH oxidoreductase","",""
"Adhesive cells","ModB",2.02231717201618,0.000224722038071557,0.00654295379009966,"COG4149","P","ABC-type molybdate transport system, permease component ModB","Molybdopterin biosynthesis","",""
"Adhesive cells","YqjQ",2.02872271375681,4.24472506229092e-05,0.00233571581717113,"COG0300","R","Short-chain dehydrogenase","","",""
"Adhesive cells","RsbU",2.03006395570724,0.00010468580718181,0.00390889326459221,"COG2208","TK","Phosphoserine phosphatase RsbU, regulator of sigma subunit","","","5UCG"
"Adhesive cells","Cfa",2.03557646508975,0.000356788767407045,0.0086749454959085,"COG2230","I","Cyclopropane fatty-acyl-phospholipid synthase and related methyltransferases","","","5Z9O"
"Adhesive cells","COG1149",2.05259706204806,1.61217558501588e-06,0.000614828599604619,"COG1149","R","MinD superfamily P-loop ATPase, contains an inserted ferredoxin domain","","",""
"Adhesive cells","InsG",2.05348012365892,0.0107742758231109,0.0664572588381267,"COG3385","X","IS4 transposase InsG","","",""
"Adhesive cells","Med",2.06526262322496,6.5693031452286e-06,0.000808024286863118,"COG1744","T","Lipoprotein Med, regulator of KinD/Spo0A, PBP1-ABC superfamily, includes NupN","","21622736","2FQW"
"Adhesive cells","HdrA",2.09390661865327,0.000247894521738575,0.00686390587820207,"COG1148","C","Heterodisulfide reductase, subunit A (polyferredoxin)","","","5ODC"
"Adhesive cells","COG1213",2.10410254841307,0.000119490149811501,0.00423481191959066,"COG1213","I","Choline kinase","","","4MND"
"Adhesive cells","NfnB",2.11301102581317,0.000463125176042888,0.010702670611255,"COG0778","C","Nitroreductase","Pyrimidine degradation","","1F5V"
"Adhesive cells","EntF",2.12889615676939,4.29816821794502e-06,0.000792977801323012,"COG1020","Q","EntF, seryl-AMP synthase component  of non-ribosomal peptide synthetase","","","5ES5"
"Adhesive cells","FlgD",2.1382498966652,1.28488662253543e-05,0.0010863911957977,"COG1843","N","Flagellar hook-capping protein FlgD","","","6IEF"
"Adhesive cells","HDOD",2.13831257102062,0.0014682329632592,0.0206438150889689,"COG1639","T","HD-like signal output (HDOD) domain, no enzymatic activity","","","1VQR"
"Adhesive cells","NarI",2.15392530042223,0.000612070409641878,0.0118503632088997,"COG2181","CP","Nitrate reductase gamma subunit","","","1Y5L"
"Adhesive cells","PorG",2.1939000790157,5.81517170471e-05,0.0029758724253042,"COG1014","C","Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, gamma subunit","Pyruvate oxidation","","1B0P"
"Adhesive cells","PreA",2.19648814384212,8.28303168707579e-07,0.000614828599604619,"COG1146","F","NAD-dependent dihydropyrimidine dehydrogenase, PreA subunit","","",""
"Adhesive cells","SkfB",2.19766780595759,3.69289079230982e-05,0.00221544158405463,"COG0535","DH","Radical SAM superfamily maturase, SkfB/NifB/PqqE family","","23282011","6Q2P"
"Adhesive cells","AbgT",2.22147553227444,0.000898176272579399,0.01467255145284,"COG2978","H","p-Aminobenzoyl-glutamate transporter AbgT","","17307853","4R0C"
"Adhesive cells","CHASE2",2.25504571953949,0.000145094217364624,0.00489341949208757,"COG4252","T","Extracytoplasmic sensor domain CHASE2 (specificity unknown)","","",""
"Adhesive cells","ArcA",2.25674173018474,0.00230272493645158,0.0265872912279065,"COG2235","E","Arginine deiminase","","","2A9G"
"Adhesive cells","RsbW",2.29458131611967,2.14411603136283e-05,0.00160119522199274,"COG2172","T","Anti-sigma regulatory factor (Ser/Thr protein kinase)","","","1TIL"
"Adhesive cells","LysP",2.29669760392004,0.00347236659045445,0.0334595324453468,"COG0833","E","Amino acid permease","","",""
"Adhesive cells","NapF",2.29768351737888,1.9539020740599e-06,0.000614828599604619,"COG1145","C","Ferredoxin","","","6FAH"
"Adhesive cells","PorD",2.30419783388046,1.3559443844544e-05,0.0010904921953439,"COG1144","C","Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, delta subunit","Pyruvate oxidation","","5C4I"
"Adhesive cells","YdfG",2.37340941941354,3.47384452303321e-05,0.00221544158405463,"COG4221","C","NADP-dependent 3-hydroxy acid dehydrogenase YdfG","Pyrimidine degradation","","3P19"
"Adhesive cells","EntE",2.3899140904742,0.000215666227050473,0.0064422582966077,"COG1021","Q","EntE, 2,3-dihydroxybenzoate-AMP synthase component of non-ribosomal peptide synthetase","","","3RG2"
"Adhesive cells","FliM",2.41357427074885,0.000150566357370603,0.00491928520721766,"COG1868","N","Flagellar motor switch protein FliM","","","2HP7"
"Adhesive cells","PksD",2.42213254454748,7.9105497203978e-06,0.000870576813965884,"COG3321","Q","Acyl transferase domain in polyketide synthase (PKS) enzymes","","","6IYO"
"Adhesive cells","Krr1",2.50363620083115,1.2487830206719e-05,0.0010863911957977,"COG1094","J","rRNA processing protein Krr1/Pno1, contains KH domain","","","4QMF"
"Adhesive cells","PorB",2.54680632048745,9.28142238297228e-06,0.000970372710139752,"COG1013","C","Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, beta subunit","Pyruvate oxidation","","1B0P"
"Adhesive cells","GrsT",2.5613204415285,0.000250156408075929,0.00686390587820207,"COG3208","Q","Surfactin synthase thioesterase subunit","","","6VAP"
"Adhesive cells","EutG",2.59150057701133,3.54256592523745e-05,0.00221544158405463,"COG1454","C","Alcohol dehydrogenase, class IV","","","6AHC"
"Adhesive cells","AtoD",2.66211603843535,8.5693482009158e-05,0.00358370141762299,"COG1788","I","Acyl CoA:acetate/3-ketoacid CoA transferase, alpha subunit","","","1K6D"
"Adhesive cells","AcpA",2.75522275101918,4.5511411966336e-06,0.000792977801323012,"COG3433","IQ","Acyl carrier protein/domain","","8759840;20663952","2FQ1"
"Adhesive cells","YotD",2.77531405732244,5.01900718381599e-06,0.000792977801323012,"COG1592","C","Rubrerythrin","","","1B71"
"Adhesive cells","COG4908",2.80717346836375,1.98580318412228e-06,0.000614828599604619,"COG4908","R","Uncharacterized conserved protein, contains a NRPS condensation (elongation) domain","","",""
"Adhesive cells","FlgL",2.86014996402006,1.87007187838237e-06,0.000614828599604619,"COG1344","N","Flagellin and related hook-associated protein FlgL","","","1IO1"
"Adhesive cells","Tra8",2.92295513103512,2.64632108868559e-06,0.000614828599604619,"COG2826","X","Transposase and inactivated derivatives, IS30 family","","",""
"Adhesive cells","HgdB",3.0400631682058,9.9629678766779e-05,0.00390889326459221,"COG1775","EQ","Benzoyl-CoA reductase/2-hydroxyglutaryl-CoA dehydratase subunit, BcrC/BadD/HgdB","","","3O3M"
"Adhesive cells","EntF2",3.05433924045035,2.37615125787023e-06,0.000614828599604619,"COG3319","Q","Thioesterase domain of type I polyketide synthase or non-ribosomal peptide synthetase","","","5JA1"
"Adhesive cells","CdhA",3.09172321494204,1.49141084224611e-06,0.000614828599604619,"COG1152","C","CO dehydrogenase/acetyl-CoA synthase alpha subunit","","","3CF4"
"Adhesive cells","IbpA",3.23613720221992,0.000327603682514104,0.00815499166829751,"COG0071","O","Small heat shock protein IbpA, HSP20 family","","","1GME"
"Adhesive cells","NtpA",3.34289163492598,2.52587568929038e-06,0.000614828599604619,"COG1155","C","Archaeal/vacuolar-type H+-ATPase catalytic subunit A/Vma1","A/V-type ATP synthase","","3J9T"
"Adhesive cells","DsrA",3.66186788967359,9.9740925286597e-06,0.000993134641782259,"COG2221","P","Dissimilatory sulfite reductase (desulfoviridin), alpha and beta subunits","","",""
"Adhesive cells","BioA",3.85200894397216,0.000103819078292399,0.00390889326459221,"COG0161","H","Adenosylmethionine-8-amino-7-oxononanoate aminotransferase","Biotin biosynthesis","","1MLY"
"Adhesive cells","cfpA",4.36891677654074,1.08873095078197e-05,0.00103478928094777,NA,NA,NA,NA,NA,NA
"Agmatine biosynthesis cells","AceE",-2.18689540552118,4.59313234607012e-05,0.0119076818187025,"COG2609","C","Pyruvate dehydrogenase complex, dehydrogenase (E1) component","Pyruvate oxidation","","1L8A"
"Agmatine biosynthesis cells","AHP1",-2.17595163651447,0.000139075758896092,0.0142003669609694,"COG0678","O","Peroxiredoxin","","","1H4O"
"Agmatine biosynthesis cells","COG2847",-1.99454961609616,0.000579522178590101,0.030949434056564,"COG2847","P","Copper(I)-binding protein","","","1X9L"
"Agmatine biosynthesis cells","NorB",-1.86524256413418,0.00420310248081902,0.0686985160346665,"COG3256","P","Nitric oxide reductase large subunit","","","3WFC"
"Agmatine biosynthesis cells","BlueCu",-1.80833118355371,0.0374631968881987,0.186435561164072,"COG3241","C","Azurin","","",""
"Agmatine biosynthesis cells","HofQ",-1.77423052958981,0.00431372934818134,0.0697386244622649,"COG4796","U","Type II secretory pathway, component HofQ","","","4AV2"
"Agmatine biosynthesis cells","COG3439",-1.67270654890491,0.00911914692449748,0.0937764839632238,"COG3439","S","Uncharacterized conserved protein, DUF302 family","","","1J3M"
"Agmatine biosynthesis cells","YkgB",-1.64962653564917,0.00130199172418126,0.038859445306333,"COG3059","V","Reactive chlorine resistance protein RclC/YkgB, DUF417 family","","24078635",""
"Agmatine biosynthesis cells","COG3522",-1.64826223303164,0.000466869588316135,0.0287085362808917,"COG3522","U","Predicted component of the type VI protein secretion system","","","5M2Y"
"Agmatine biosynthesis cells","BamE",-1.56279501791578,0.00365715894164512,0.066327766339915,"COG2913","M","Outer membrane protein assembly factor BamE, lipoprotein component of the BamABCDE complex","","","2KM7"
"Agmatine biosynthesis cells","PepE",-1.51383788134208,0.00486296471046741,0.0719232460413178,"COG3340","E","Peptidase E","","","1FY2"
"Agmatine biosynthesis cells","COG3520",-1.48003949802008,0.00338620644688587,0.066327766339915,"COG3520","U","Predicted component of the type VI protein secretion system","","","6N38"
"Agmatine biosynthesis cells","Cas7",-1.45416801313549,0.0206363317465813,0.137432832641893,"COG1857","V","CRISPR-Cas system type I effector complex subunit Cas7,  RAMP superfamily","CRISPR-Cas system","","3PS0"
"Agmatine biosynthesis cells","Cas7",-1.45416801313549,0.0206363317465813,0.137432832641893,"COG3649","V","CRISPR-Cas system type I effector complex subunit Cas7,  RAMP superfamily","CRISPR-Cas system","",""
"Agmatine biosynthesis cells","PflD",-1.44776606142517,0.00925837236552975,0.0938988548057112,"COG1882","C","Pyruvate-formate lyase","Pyruvate oxidation","","1CM5"
"Agmatine biosynthesis cells","OmpC",-1.41443126862279,0.000205126934397058,0.0165810938637622,"COG3203","M","Outer membrane porin OmpC/OmpF/PhoE","","","1PHO"
"Agmatine biosynthesis cells","COG3628",-1.41339385531684,0.027614457671784,0.159916560845555,"COG3628","X","Phage baseplate assembly protein W","","","2IA7"
"Agmatine biosynthesis cells","COG4719",-1.41160932574799,0.00529890907524052,0.0719232460413178,"COG4719","S","Uncharacterized conserved protein, UCP014979 family","","",""
"Agmatine biosynthesis cells","HdeD",-1.40518248001428,0.00243296796920207,0.0574984652524281,"COG3247","R","Acid resistance membrane protein HdeD, DUF308 family","","12694615;28802266",""
"Agmatine biosynthesis cells","PilY1",-1.40413445206027,0.00421398113820892,0.0686985160346665,"COG3419","NW","Type IV pilus assembly protein, tip-associated adhesin PilY1","","","3HX6"
"Agmatine biosynthesis cells","COG4223",-1.39268574441542,0.0206857665625943,0.137432832641893,"COG4223","S","Uncharacterized conserved protein","","",""
"Agmatine biosynthesis cells","QcrB/PetB",-1.30059805238319,0.011128334865942,0.0994883393545042,"COG1290","C","Cytochrome b subunit of the bc complex","","","1VF5"
"Agmatine biosynthesis cells","YyaL",-1.28804290271757,0.00151526752325377,0.0415969113672693,"COG1331","R","Uncharacterized conserved protein YyaL, SSP411 family, contains thoiredoxin and six-hairpin glycosidase-like domains","","","3IRA"
"Agmatine biosynthesis cells","FrnE",-1.2741699243399,0.0109161441877465,0.0989594379636832,"COG2761","O","Predicted dithiol-disulfide isomerase, DsbA/YjbH family (virulence, stress resistance)","","","6GHB"
"Agmatine biosynthesis cells","IlvC",-1.22899528905631,0.0234107344196656,0.146579444109016,"COG0059","EH","Ketol-acid reductoisomerase","Isoleucine, leucine, valine biosynthesis","","1NP3"
"Agmatine biosynthesis cells","PilT",-1.21381623597298,0.00417076956896469,0.0686985160346665,"COG1855","UW","Predicted ATPase, PilT family, contains N-terminal PIN domain","","","5F4H"
"Agmatine biosynthesis cells","PilT",-1.21381623597298,0.00417076956896469,0.0686985160346665,"COG2805","NW","Type IV pilus assembly protein PilT, pilus retraction ATPase","","","5FL3"
"Agmatine biosynthesis cells","endOF2",-1.20671311162822,0.00686858170606183,0.0822533858627158,NA,NA,NA,NA,NA,NA
"Agmatine biosynthesis cells","PilA",-1.20474631359685,0.0439385836186461,0.200095897230454,"COG4969","NW","Type IV pilus assembly protein, major pilin PilA","","","1AY2"
"Agmatine biosynthesis cells","Acs",-1.20271658126733,0.00198227192626187,0.0497173815431586,"COG0365","I","Acyl-coenzyme A synthetase/AMP-(fatty) acid ligase","","14638756","4B2O"
"Agmatine biosynthesis cells","LdcC",-1.19992086292039,0.0283649241359799,0.162324344612982,"COG1982","E","Arginine/lysine/ornithine decarboxylase","","","1C4K"
